id,prompt,label,reasoning,rung,query_type,graph_id,story_id,question_property,formal_form
28376,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl and uvzi. Wibl has a direct effect on uvzi. For those who are not zuph and are not wibl, the probability of uvzi is 43%. For those who are not zuph and are wibl, the probability of uvzi is 11%. For those who are zuph and are not wibl, the probability of uvzi is 23%. For those who are zuph and are wibl, the probability of uvzi is 33%. For those who are not zuph, the probability of wibl is 60%. For those who are zuph, the probability of wibl is 23%. If we disregard the mediation effect through wibl, would zuph positively affect uvzi?",yes,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,X->Y,V2->Y
E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]
\sum_{V2=v} P(V2=v|X=0)*[P(Y=1|X=1,V2=v) - P(Y=1|X=0, V2=v)]
P(Y=1 | X=0, V2=0) = 0.43
P(Y=1 | X=0, V2=1) = 0.11
P(Y=1 | X=1, V2=0) = 0.23
P(Y=1 | X=1, V2=1) = 0.33
P(V2=1 | X=0) = 0.60
P(V2=1 | X=1) = 0.23
0.60 * (0.33 - 0.23) + 0.23 * (0.11 - 0.43) = 0.05
0.05 > 0",3,nde,mediation,nonsense7,nonsense,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]"
28384,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl and uvzi. Wibl has a direct effect on uvzi. The overall probability of zuph is 68%. The probability of not zuph and uvzi is 21%. The probability of zuph and uvzi is 3%. Is the chance of uvzi smaller when observing zuph?",yes,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.68
P(Y=1, X=0=1) = 0.21
P(Y=1, X=1=1) = 0.03
0.03/0.68 - 0.21/0.32 = -0.60
-0.60 < 0",1,correlation,mediation,nonsense7,nonsense,P(Y | X)
28392,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on wibl and uvzi. Wibl has a direct effect on uvzi. For those who are not zuph, the probability of uvzi is 91%. For those who are zuph, the probability of uvzi is 85%. For those who are zuph, would it be more likely to see uvzi if the individual was not zuph?",yes,"Let X = zuph; V2 = wibl; Y = uvzi.
X->V2,X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.91
P(Y=1 | X=1) = 0.85
0.85 - 0.91 = -0.06
-0.06 < 0",3,ett,mediation,nonsense7,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
28424,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vubr has a direct effect on zuph and uvzi. Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. Vubr is unobserved. The overall probability of zuph is 72%. The probability of not zuph and uvzi is 19%. The probability of zuph and uvzi is 45%. Is the chance of uvzi larger when observing zuph?",no,"Let V1 = vubr; X = zuph; V3 = wibl; Y = uvzi.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.72
P(Y=1, X=0=1) = 0.19
P(Y=1, X=1=1) = 0.45
0.45/0.72 - 0.19/0.28 = -0.05
-0.05 < 0",1,correlation,frontdoor,nonsense7,nonsense,P(Y | X)
28440,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vubr has a direct effect on zuph and uvzi. Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. Vubr is unobserved. For those who are not zuph, the probability of wibl is 19%. For those who are zuph, the probability of wibl is 95%. For those who are not zuph and are not wibl, the probability of uvzi is 48%. For those who are not zuph and are wibl, the probability of uvzi is 55%. For those who are zuph and are not wibl, the probability of uvzi is 48%. For those who are zuph and are wibl, the probability of uvzi is 55%. The overall probability of zuph is 3%. Does zuph negatively affect uvzi through wibl?",no,"Let V1 = vubr; X = zuph; V3 = wibl; Y = uvzi.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.19
P(V3=1 | X=1) = 0.95
P(Y=1 | X=0, V3=0) = 0.48
P(Y=1 | X=0, V3=1) = 0.55
P(Y=1 | X=1, V3=0) = 0.48
P(Y=1 | X=1, V3=1) = 0.55
P(X=1) = 0.03
0.95 - 0.19 * (0.55 * 0.03 + 0.55 * 0.97)= 0.05
0.05 > 0",3,nie,frontdoor,nonsense7,nonsense,"E[Y_{X=0, V3=1} - Y_{X=0, V3=0}]"
28448,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vubr has a direct effect on zuph and uvzi. Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. Vubr is unobserved. For those who are not zuph and are not wibl, the probability of uvzi is 72%. For those who are not zuph and are wibl, the probability of uvzi is 79%. For those who are zuph and are not wibl, the probability of uvzi is 71%. For those who are zuph and are wibl, the probability of uvzi is 64%. For those who are not zuph, the probability of wibl is 17%. For those who are zuph, the probability of wibl is 95%. For those who are zuph, would it be more likely to see uvzi if the individual was not zuph?",yes,"Let V1 = vubr; X = zuph; V3 = wibl; Y = uvzi.
V1->X,X->V3,V1->Y,V3->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
\sum_{V3=v}P(Y=1|X=1,V3=v)*[P(V3=v|X=1)-P(V3=v|X=0)]
P(Y=1 | X=0, V3=0) = 0.72
P(Y=1 | X=0, V3=1) = 0.79
P(Y=1 | X=1, V3=0) = 0.71
P(Y=1 | X=1, V3=1) = 0.64
P(V3=1 | X=0) = 0.17
P(V3=1 | X=1) = 0.95
0.64 * (0.95 - 0.17) + 0.79 * (0.05 - 0.83) = -0.05
-0.05 < 0",3,ett,frontdoor,nonsense7,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
28456,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Vubr has a direct effect on zuph and uvzi. Zuph has a direct effect on wibl. Wibl has a direct effect on uvzi. Vubr is unobserved. For those who are not zuph, the probability of wibl is 50%. For those who are zuph, the probability of wibl is 75%. For those who are not zuph and are not wibl, the probability of uvzi is 49%. For those who are not zuph and are wibl, the probability of uvzi is 23%. For those who are zuph and are not wibl, the probability of uvzi is 55%. For those who are zuph and are wibl, the probability of uvzi is 12%. The overall probability of zuph is 75%. Will zuph decrease the chance of uvzi?",yes,"Let V1 = vubr; X = zuph; V3 = wibl; Y = uvzi.
V1->X,X->V3,V1->Y,V3->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
\sum_{V3 = v} [P(V3 = v|X = 1) - P(V3 = v|X = 0)] * [\sum_{X = h} P(Y = 1|X = h,V3 = v)*P(X = h)]
P(V3=1 | X=0) = 0.50
P(V3=1 | X=1) = 0.75
P(Y=1 | X=0, V3=0) = 0.49
P(Y=1 | X=0, V3=1) = 0.23
P(Y=1 | X=1, V3=0) = 0.55
P(Y=1 | X=1, V3=1) = 0.12
P(X=1) = 0.75
(0.75 - 0.50)* (0.12 * 0.75) + (0.25 - 0.50) * (0.23 * 0.25) = -0.10
-0.10 < 0",2,ate,frontdoor,nonsense7,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
28608,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on vubr and zuph. Zuph has a direct effect on uvzi. Vubr has a direct effect on uvzi. The overall probability of zuph is 77%. For those who are not zuph, the probability of uvzi is 46%. For those who are zuph, the probability of uvzi is 60%. Is uvzi more likely than not uvzi overall?",yes,"Let V1 = wibl; V3 = vubr; X = zuph; Y = uvzi.
V1->V3,V1->X,X->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.77
P(Y=1 | X=0) = 0.46
P(Y=1 | X=1) = 0.60
0.77*0.60 - 0.23*0.46 = 0.57
0.57 > 0",1,marginal,diamondcut,nonsense7,nonsense,P(Y)
28632,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Wibl has a direct effect on vubr and zuph. Zuph has a direct effect on uvzi. Vubr has a direct effect on uvzi. The overall probability of zuph is 60%. The probability of not zuph and uvzi is 21%. The probability of zuph and uvzi is 53%. Is the chance of uvzi larger when observing zuph?",yes,"Let V1 = wibl; V3 = vubr; X = zuph; Y = uvzi.
V1->V3,V1->X,X->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.60
P(Y=1, X=0=1) = 0.21
P(Y=1, X=1=1) = 0.53
0.53/0.60 - 0.21/0.40 = 0.38
0.38 > 0",1,correlation,diamondcut,nonsense7,nonsense,P(Y | X)
28680,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Zuph has a direct effect on uvzi. Wibl has a direct effect on uvzi. The overall probability of zuph is 93%. The probability of not zuph and uvzi is 3%. The probability of zuph and uvzi is 5%. Is the chance of uvzi smaller when observing zuph?",yes,"Let V2 = wibl; X = zuph; Y = uvzi.
X->Y,V2->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.93
P(Y=1, X=0=1) = 0.03
P(Y=1, X=1=1) = 0.05
0.05/0.93 - 0.03/0.07 = -0.39
-0.39 < 0",1,correlation,fork,nonsense7,nonsense,P(Y | X)
28688,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 44%. For those who are pexu, the probability of rukz is 57%. Does pexu positively affect rukz through hwax?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.44
P(Y=1 | X=1) = 0.57
0.57 - 0.44 = 0.14
0.14 > 0",3,nie,chain,nonsense8,nonsense,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
28696,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 50%. For those who are pexu, the probability of rukz is 88%. For those who are pexu, would it be less likely to see rukz if the individual was not pexu?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.50
P(Y=1 | X=1) = 0.88
0.88 - 0.50 = 0.38
0.38 > 0",3,ett,chain,nonsense8,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
28720,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 37%. For those who are pexu, the probability of rukz is 43%. Does pexu positively affect rukz through hwax?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.43
0.43 - 0.37 = 0.06
0.06 > 0",3,nie,chain,nonsense8,nonsense,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
28728,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 36%. For those who are pexu, the probability of rukz is 46%. Does pexu positively affect rukz through hwax?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,V2->Y
E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.36
P(Y=1 | X=1) = 0.46
0.46 - 0.36 = 0.10
0.10 > 0",3,nie,chain,nonsense8,nonsense,"E[Y_{X=0, V2=1} - Y_{X=0, V2=0}]"
28784,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Hwax has a direct effect on pexu and rukz. Pexu has a direct effect on rukz. The overall probability of pexu is 39%. For those who are not pexu, the probability of rukz is 29%. For those who are pexu, the probability of rukz is 33%. Is rukz less likely than not rukz overall?",yes,"Let V1 = hwax; X = pexu; Y = rukz.
V1->X,V1->Y,X->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.39
P(Y=1 | X=0) = 0.29
P(Y=1 | X=1) = 0.33
0.39*0.33 - 0.61*0.29 = 0.38
0.38 > 0",1,marginal,confounding,nonsense8,nonsense,P(Y)
28824,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu and are not hwax, the probability of rukz is 67%. For those who are not pexu and are hwax, the probability of rukz is 6%. For those who are pexu and are not hwax, the probability of rukz is 67%. For those who are pexu and are hwax, the probability of rukz is 75%. For those who are not pexu, the probability of hwax is 63%. For those who are pexu, the probability of hwax is 69%. If we disregard the mediation effect through hwax, would pexu positively affect rukz?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]
\sum_{V2=v} P(V2=v|X=0)*[P(Y=1|X=1,V2=v) - P(Y=1|X=0, V2=v)]
P(Y=1 | X=0, V2=0) = 0.67
P(Y=1 | X=0, V2=1) = 0.06
P(Y=1 | X=1, V2=0) = 0.67
P(Y=1 | X=1, V2=1) = 0.75
P(V2=1 | X=0) = 0.63
P(V2=1 | X=1) = 0.69
0.63 * (0.75 - 0.67) + 0.69 * (0.06 - 0.67) = 0.44
0.44 > 0",3,nde,mediation,nonsense8,nonsense,"E[Y_{X=1, V2=0} - Y_{X=0, V2=0}]"
28832,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 37%. For those who are pexu, the probability of rukz is 42%. Will pexu increase the chance of rukz?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y | do(X = 1)] - E[Y | do(X = 0)]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.37
P(Y=1 | X=1) = 0.42
0.42 - 0.37 = 0.06
0.06 > 0",2,ate,mediation,nonsense8,nonsense,E[Y | do(X = 1)] - E[Y | do(X = 0)]
28840,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. For those who are not pexu, the probability of rukz is 54%. For those who are pexu, the probability of rukz is 84%. For those who are pexu, would it be less likely to see rukz if the individual was not pexu?",yes,"Let X = pexu; V2 = hwax; Y = rukz.
X->V2,X->Y,V2->Y
E[Y_{X = 1} - Y_{X = 0} | X = 1]
P(Y=1|X=1) - P(Y=1|X=0)
P(Y=1 | X=0) = 0.54
P(Y=1 | X=1) = 0.84
0.84 - 0.54 = 0.30
0.30 > 0",3,ett,mediation,nonsense8,nonsense,E[Y_{X = 1} - Y_{X = 0} | X = 1]
28872,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. Kraz is unobserved. The overall probability of pexu is 33%. For those who are not pexu, the probability of rukz is 39%. For those who are pexu, the probability of rukz is 31%. Is rukz more likely than not rukz overall?",no,"Let V1 = kraz; X = pexu; V3 = hwax; Y = rukz.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.33
P(Y=1 | X=0) = 0.39
P(Y=1 | X=1) = 0.31
0.33*0.31 - 0.67*0.39 = 0.37
0.37 > 0",1,marginal,frontdoor,nonsense8,nonsense,P(Y)
28888,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. Kraz is unobserved. The overall probability of pexu is 68%. For those who are not pexu, the probability of rukz is 78%. For those who are pexu, the probability of rukz is 79%. Is rukz more likely than not rukz overall?",yes,"Let V1 = kraz; X = pexu; V3 = hwax; Y = rukz.
V1->X,X->V3,V1->Y,V3->Y
P(Y)
P(Y | X=1)*P(X=1) + P(Y | X=0)*P(X=0)
P(X=1) = 0.68
P(Y=1 | X=0) = 0.78
P(Y=1 | X=1) = 0.79
0.68*0.79 - 0.32*0.78 = 0.79
0.79 > 0",1,marginal,frontdoor,nonsense8,nonsense,P(Y)
28896,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Pexu has a direct effect on hwax. Hwax has a direct effect on rukz. Kraz is unobserved. The overall probability of pexu is 39%. The probability of not pexu and rukz is 41%. The probability of pexu and rukz is 21%. Is the chance of rukz smaller when observing pexu?",yes,"Let V1 = kraz; X = pexu; V3 = hwax; Y = rukz.
V1->X,X->V3,V1->Y,V3->Y
P(Y | X)
P(X = 1, Y = 1)/P(X = 1) - P(X = 0, Y = 1)/P(X = 0)
P(X=1=1) = 0.39
P(Y=1, X=0=1) = 0.41
P(Y=1, X=1=1) = 0.21
0.21/0.39 - 0.41/0.61 = -0.14
-0.14 < 0",1,correlation,frontdoor,nonsense8,nonsense,P(Y | X)
28920,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Kraz has a direct effect on pexu and rukz. Hwax has a direct effect on pexu. Pexu has a direct effect on rukz. Kraz is unobserved. Method 1: We look at how pexu correlates with rukz case by case according to kraz. Method 2: We look directly at how pexu correlates with rukz in general. To understand how pexu affects rukz, is it more correct to use the Method 1 than Method 2?",yes,"nan
nan
nan
nan
nan
nan
nan",2,backadj,IV,nonsense8,nonsense,[backdoor adjustment set for Y given X]
28944,"Imagine a self-contained, hypothetical world with only the following conditions, and without any unmentioned factors or causal relationships: Pexu has a direct effect on hwax and rukz. Kraz has a direct effect on hwax and rukz. Hwax has a direct effect on rukz. Kraz is unobserved. For those who are not pexu and are not hwax, the probability of rukz is 76%. For those who are not pexu and are hwax, the probability of rukz is 64%. For those who are pexu and are not hwax, the probability of rukz is 73%. For those who are pexu and are hwax, the probability of rukz is 36%. For those who are not pexu and are not kraz, the probability of hwax is 13%. For those who are not pexu and are kraz, the probability of hwax is 73%. For those who are pexu and are not kraz, the probability of hwax is 26%. For those who are pexu and are kraz, the probability of hwax is 23%. The overall probability of kraz is 94%. If we disregard the mediation effect through hwax, would pexu positively affect rukz?",no,"Let V2 = kraz; X = pexu; V3 = hwax; Y = rukz.
X->V3,V2->V3,X->Y,V2->Y,V3->Y
E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]
\sum_{V3=v} [\sum_{V2=k}[P(Y=1|X=1,V3=v)-P(Y=1|X=0,V3=v)]*P(V3=v|X=0,V2=k)*P(V2=k)]
P(Y=1 | X=0, V3=0) = 0.76
P(Y=1 | X=0, V3=1) = 0.64
P(Y=1 | X=1, V3=0) = 0.73
P(Y=1 | X=1, V3=1) = 0.36
P(V3=1 | X=0, V2=0) = 0.13
P(V3=1 | X=0, V2=1) = 0.73
P(V3=1 | X=1, V2=0) = 0.26
P(V3=1 | X=1, V2=1) = 0.23
P(V2=1) = 0.94
0.94 * (0.36 - 0.73) * 0.73 + 0.06 * (0.64 - 0.76) * 0.26 = -0.22
-0.22 < 0",3,nde,arrowhead,nonsense8,nonsense,"E[Y_{X=1, V3=0} - Y_{X=0, V3=0}]"
